#-- Rent Guid / Start Date / End Date / Rented Car Vin / Client Guid --#
11111111-1111-1111-1111-111111111111,03/04/2021 18:03:46,03/06/2021 18:03:46,200,C1111111111111111,11111111-1111-1111-1111-111111111111
11111111-1111-1111-1111-222222222222,27/04/2021 12:00:00,06/05/2021 12:00:00,62.15,C2222222222222222,11111111-1111-1111-1111-111111111111
11111111-1111-1111-1111-333333333333,22/04/2021 12:00:00,06/05/2021 12:00:00,195.96,C3333333333333333,11111111-1111-1111-1111-111111111111
22222222-2222-2222-2222-111111111111,20/04/2021 12:00:00,06/05/2021 12:00:00,58.29,C4444444444444444,22222222-2222-2222-2222-222222222222
22222222-2222-2222-2222-222222222222,29/04/2021 12:00:00,06/05/2021 12:00:00,98.3,C5555555555555555,22222222-2222-2222-2222-222222222222
2097c662-4f4a-4020-8857-dfd8f1f61069,24/04/2021 12:00:00,01/05/2021 12:00:00,323.54,WBANU5C50AB027071,75441f6b-d7f8-461c-9343-895dc79792b0
154be7cd-8411-47fe-abfb-d0d2fb2b3329,28/04/2021 12:00:00,03/05/2021 12:00:00,54.98,1FTWX3B5XAE118462,af99d290-4229-4838-9e55-f046fd2435d1
d0a9a743-99a9-454f-b535-8298b8a8ea63,18/04/2021 12:00:00,05/05/2021 12:00:00,268.07,2C4RDGDG3CR063437,92b6c56e-79c1-4378-acfc-f6c319c33285
90281e1d-051d-47d7-a9fb-d49aea627e3d,25/04/2021 12:00:00,06/05/2021 12:00:00,347.24,3N1CN7AP7EK339506,92b6c56e-79c1-4378-acfc-f6c319c33285
52ab6e01-bce2-405d-8c96-7c26008aa94c,24/04/2021 12:00:00,01/05/2021 12:00:00,346.12,WBAVM1C53DV226448,88695f7f-79e4-4dbc-b27b-bcb0c83448b9
a1447373-7a5d-4ed2-9d78-2b9abd222154,29/04/2021 12:00:00,07/05/2021 12:00:00,183.29,JH4DC53894S957260,c9f76959-adea-471d-b560-f42804dc9c40
f478d049-86ac-4a6d-96f7-023f0063ca64,29/04/2021 12:00:00,02/05/2021 12:00:00,342.7,JN1AJ0HP4BM367470,94f50dd9-f174-48b5-b193-d81dff1ffda5
8d0da683-8442-4972-aa75-b474f6759357,18/04/2021 12:00:00,07/05/2021 12:00:00,337.13,SCBCU7ZAXBC802839,eab9b0c1-2463-482f-8b83-44a4d848daf4
faf3cdb6-ba2e-4f5c-b048-67dc6031825f,18/04/2021 12:00:00,06/05/2021 12:00:00,214.11,1GKS1AKCXFR699939,69e7ab58-b988-4579-9788-fdba76628238
130abda9-5595-4a33-ba12-ab48ef3398fe,21/04/2021 12:00:00,02/05/2021 12:00:00,362.19,WAUUL78E68A534737,0440eb3e-fa4a-48b6-a7bf-95c61c4485b3
fc19829d-d474-4eb0-b449-f94b57cd39bc,28/04/2021 12:00:00,04/05/2021 12:00:00,93.11,1N6AA0CC0FN610965,2a92d727-bbe6-4c2c-95f9-f3f21fa327da
ca037c51-4b16-4da7-9ca4-6d19cfb43452,23/04/2021 12:00:00,07/05/2021 12:00:00,285.96,SAJWA1CB8CL392515,d68aaeba-8a07-4708-8483-c623cd03167a
0cf3d5e9-1735-4ea0-909a-8490ecb24aa4,20/04/2021 12:00:00,06/05/2021 12:00:00,200.81,4F2CY0C79BK964408,f6274ec1-4ac0-4354-b845-1e2828b92ac3
576a5d5e-e126-4fdd-9d67-32edce457a3e,20/04/2021 12:00:00,06/05/2021 12:00:00,182.25,3N1AB7AP8FY221950,b737af97-7a41-459c-9220-7b61841f54f4
4716ff04-1fa2-4e43-b3b1-534c4e9f3199,28/04/2021 12:00:00,02/05/2021 12:00:00,141.04,1GYEE637990002954,299b990c-62fa-4766-86ae-9c9b50a27aba
50c5faef-0834-4eb8-ac3a-0e46f48aae70,23/04/2021 12:00:00,02/05/2021 12:00:00,73.64,1G6DK1E39C0583065,3bc4e807-4c47-42c5-b8f9-e57fbc50626f
